participant,study_status,scene_familiarity,recall_status,fix_cnt,max_fix_cnt,avg_fix_cnt,blink_cnt,peak_blink_duration,avg_blink_duration,saccade_count,avg_saccade_duration,avg_saccade_peak_vel,avg_saccade_amplitude
15,0.0,1.0,0.5,11,39,19.818181818181817,0,0,0.0,5,23.6,26.69201951907497,136.1806697201323
25,0.0,1.0,0.5,11,40,20.09090909090909,1,19,19.0,4,29.5,19.692390373984832,115.22618785588459
3,0.0,1.0,0.5,11,40,22.181818181818183,2,20,10.5,3,30.0,30.66416280933255,230.28914135089644
24,1.0,1.0,1.0,9,58,24.88888888888889,1,36,36.0,5,23.2,23.0889923635076,146.18986860194155
4,0.0,1.0,0.5,8,92,23.0,0,0,0.0,3,51.0,31.107209393185922,200.49854487799203
17,1.0,1.0,0.5,15,35,13.733333333333333,0,0,0.0,7,18.714285714285715,28.0448568153929,155.25246265422578
19,1.0,1.0,1.0,9,95,30.333333333333332,1,63,63.0,4,17.25,11.048316225800946,64.51387626443048
6,1.0,1.0,0.5,10,50,28.2,1,86,86.0,4,12.25,16.091241577625844,58.64033855259558
26,1.0,1.0,1.0,17,21,11.823529411764707,0,0,0.0,5,25.2,22.48668764023767,121.02521552831395
18,1.0,1.0,0.5,13,33,16.23076923076923,0,0,0.0,5,23.0,24.645277317702618,177.33205454915066
23,1.0,1.0,1.0,9,57,19.333333333333332,0,0,0.0,7,23.857142857142858,27.960316419399785,192.486065434687
16,1.0,1.0,0.5,15,31,16.466666666666665,0,0,0.0,4,21.75,25.97596670687032,111.38087101284003
18,1.0,1.0,0.5,11,29,16.90909090909091,2,33,24.5,3,49.666666666666664,38.605251130146506,342.3171921511196
26,1.0,1.0,1.0,2,142,108.0,0,0,0.0,1,138.0,30.120913360590077,223.20131871911784
5,1.0,1.0,0.5,16,55,18.6875,1,67,67.0,2,11.5,8.810293695663766,20.32509877044865
10,1.0,1.0,1.0,12,83,23.166666666666668,1,28,28.0,4,16.0,19.38945125347809,92.72253463869198
13,1.0,1.0,1.0,7,168,37.0,1,10,10.0,3,27.0,21.03735054269887,146.59676927780276
22,1.0,1.0,1.0,10,84,31.3,1,30,30.0,2,8.5,13.875180958230814,75.71823649809988
24,0.0,1.0,0.5,15,36,16.666666666666668,2,26,25.5,4,20.75,9.890575686314131,74.64127254244622
16,1.0,1.0,1.0,15,45,12.133333333333333,0,0,0.0,6,25.5,28.18499115086216,145.13284855261028
23,1.0,1.0,1.0,5,130,45.4,1,47,47.0,5,24.8,13.32797183095173,154.01273238321227
9,0.0,1.0,0.5,18,29,14.166666666666666,2,19,18.0,6,11.166666666666666,18.726644169948575,110.215413353053
6,1.0,1.0,1.0,11,52,20.636363636363637,1,126,126.0,4,26.75,21.66110151289061,145.98132517897812
23,0.0,1.0,0.5,9,32,15.222222222222221,0,0,0.0,6,35.0,26.89817064405298,170.9064757999678
14,1.0,1.0,1.0,5,96,42.8,1,264,264.0,4,34.25,0.9698611867856712,25.042880418885847
17,1.0,1.0,1.0,16,30,12.375,0,0,0.0,7,19.714285714285715,23.825419087815636,117.35149185195304
21,1.0,1.0,1.0,13,38,18.615384615384617,1,15,15.0,4,24.5,19.41549709265334,173.7932103363435
17,1.0,1.0,1.0,11,130,29.272727272727273,0,0,0.0,1,10.0,33.36649652471796,178.14630121160664
16,1.0,1.0,1.0,14,24,13.285714285714286,1,25,25.0,3,45.333333333333336,18.043103444982112,118.82434046206248
14,1.0,1.0,1.0,8,127,40.625,1,26,26.0,2,11.5,18.90554721557717,81.21326461130224
24,0.0,1.0,0.5,13,87,23.307692307692307,0,0,0.0,3,8.0,28.025424061475558,145.5086153436982
19,1.0,1.0,1.0,13,30,11.692307692307692,1,18,18.0,5,36.4,26.44729179345905,205.1035325397605
25,1.0,1.0,1.0,11,67,26.90909090909091,1,43,43.0,4,9.5,2.6969448077304494,17.35252570751911
25,1.0,1.0,1.0,8,96,36.375,1,38,38.0,3,15.666666666666666,6.352884946180015,27.14189354643037
19,1.0,1.0,1.0,10,85,31.1,0,0,0.0,1,26.0,27.86258341626865,196.22897889730777
22,1.0,1.0,0.0,14,45,18.928571428571427,2,36,31.0,4,17.5,13.407564518376885,70.37737622558444
21,1.0,1.0,0.5,10,32,18.3,1,27,27.0,4,39.25,22.056034594245396,232.7601990338972
5,1.0,1.0,1.0,10,108,27.6,1,20,20.0,6,11.0,25.81132511414458,106.8854381292627
22,1.0,1.0,1.0,16,28,13.375,1,25,25.0,4,29.25,24.74400583998421,207.86173389033803
5,1.0,1.0,0.5,14,99,19.285714285714285,0,0,0.0,3,18.333333333333332,33.441603239019976,182.66982097499465
19,1.0,1.0,1.0,5,123,61.6,0,0,0.0,1,34.0,18.025581366320004,65.68849094591754
24,1.0,1.0,1.0,9,62,34.44444444444444,0,0,0.0,3,12.333333333333334,15.49671712356214,42.47675252994866
21,1.0,1.0,0.5,10,54,20.2,2,14,11.0,5,28.8,21.145402560120736,219.01766520629204
12,0.0,1.0,0.5,19,98,14.842105263157896,0,0,0.0,2,23.5,20.79255684862597,131.9970446020551
4,0.0,1.0,0.5,9,36,19.88888888888889,0,0,0.0,3,52.0,26.668635330626355,223.17629015002524
9,1.0,1.0,1.0,12,69,24.833333333333332,1,20,20.0,4,10.5,18.919727572361733,95.47452189741435
6,1.0,1.0,0.5,7,67,37.42857142857143,1,219,219.0,4,21.0,12.880241861469244,69.60855204361744
22,0.0,1.0,0.0,9,70,22.88888888888889,1,21,21.0,3,44.0,8.878896681867008,55.09482740825962
9,1.0,1.0,0.5,11,90,22.727272727272727,2,131,69.5,5,17.6,10.358785706999592,73.64392376177021
6,0.0,1.0,0.0,12,37,15.333333333333334,2,17,11.0,6,25.0,28.762289188659853,170.10494362738697
5,0.0,1.0,0.5,6,142,48.833333333333336,1,20,20.0,3,17.0,49.985405959755674,224.01175780728954
14,0.0,1.0,0.0,18,35,12.5,2,148,78.5,8,13.125,11.279149386764752,59.150738231609296
19,0.0,1.0,0.5,12,32,11.166666666666666,2,19,17.0,8,26.25,22.690607368947582,190.9939145289257
2,0.0,1.0,0.0,11,37,16.272727272727273,2,90,60.5,6,26.0,10.503712857350317,130.80584655115098
24,0.0,1.0,0.5,9,48,32.666666666666664,0,0,0.0,3,16.0,15.761994622306313,52.86167190032334
17,0.0,1.0,0.0,12,45,23.583333333333332,1,25,25.0,3,16.666666666666668,26.392037819975144,190.0037816155524
24,0.0,1.0,0.5,19,33,15.473684210526315,0,0,0.0,2,12.0,40.714523536860945,250.73181963002568
24,0.0,1.0,0.5,12,77,28.25,0,0,0.0,0,0.0,0.0,0.0
2,1.0,1.0,0.0,19,28,15.631578947368421,2,95,51.0,2,13.5,0.8394812765807214,10.493515957258818
7,1.0,1.0,1.0,2,168,149.0,2,24,21.0,3,18.666666666666668,11.266121770868628,30.779908217176526
23,1.0,1.0,0.0,10,33,13.8,2,56,38.0,8,25.625,23.97144338739765,134.31032345140054
24,0.0,1.0,0.5,14,45,21.071428571428573,0,0,0.0,1,26.0,28.46103954312027,91.62515160288586
18,1.0,1.0,1.0,6,129,48.0,0,0,0.0,1,55.0,19.336737518907142,55.26894642960423
16,0.0,1.0,0.5,18,34,16.77777777777778,1,12,12.0,2,7.5,7.872626284719556,16.138494200662723
26,1.0,1.0,1.0,16,22,10.0,0,0,0.0,9,17.88888888888889,18.786388139106283,114.99664175705415
21,0.0,1.0,0.5,6,57,35.0,1,35,35.0,4,34.25,24.078548047152125,133.07566578756558
7,1.0,1.0,0.5,4,127,76.0,1,27,27.0,2,22.5,15.700549595297574,75.3738790974166
18,1.0,1.0,1.0,5,93,62.4,0,0,0.0,2,17.5,12.052232927767761,27.15848027708332
4,0.0,1.0,0.5,8,29,12.875,0,0,0.0,6,40.5,23.32896379947039,194.9119210486358
19,1.0,1.0,1.0,7,93,42.857142857142854,1,145,145.0,3,13.666666666666666,6.991970063476274,29.392673652442838
6,1.0,1.0,0.0,15,52,17.866666666666667,1,22,22.0,3,20.0,12.180055470395116,88.12506685004708
6,1.0,1.0,1.0,10,84,31.7,1,22,22.0,2,10.5,11.365378919998008,70.3964092629886
14,0.0,1.0,0.0,8,56,24.375,1,241,241.0,5,29.4,1.9088918863331128,26.34920082714293
17,1.0,1.0,0.5,7,90,44.57142857142857,0,0,0.0,1,26.0,24.583327901860596,119.61030687547513
3,1.0,1.0,0.5,17,57,15.705882352941176,2,16,12.0,3,18.666666666666668,18.845119159034393,118.31841508467119
26,1.0,1.0,0.5,11,52,23.818181818181817,0,0,0.0,2,39.5,10.611528798110701,60.635258087108134
1,0.0,1.0,0.0,4,104,77.0,0,0,0.0,1,44.0,1.7823250879201264,5.727148887307208
25,1.0,1.0,1.0,10,55,30.3,1,24,24.0,3,9.333333333333334,7.337799497522961,28.867000551425747
24,0.0,1.0,0.5,11,54,23.545454545454547,1,32,32.0,2,38.0,14.84106457749636,108.05050732712705
23,1.0,1.0,0.5,13,43,13.923076923076923,1,62,62.0,5,32.0,29.76116866239024,156.3929221960048
22,1.0,1.0,1.0,11,93,22.818181818181817,1,29,29.0,3,28.0,16.098684282949847,150.28329884834247
4,0.0,1.0,0.5,15,25,12.333333333333334,0,0,0.0,7,21.857142857142858,19.114460308160556,118.81209019783196
18,1.0,1.0,1.0,7,56,30.714285714285715,0,0,0.0,4,32.75,27.23884376853502,170.88734834459805
24,0.0,1.0,0.5,15,36,17.0,0,0,0.0,4,17.75,28.620945563289308,142.41808666365003
24,1.0,1.0,1.0,9,77,33.22222222222222,0,0,0.0,3,16.0,16.80664809066703,67.02903014952545
25,1.0,1.0,1.0,10,59,24.6,1,201,201.0,5,17.6,5.455368913073639,68.76077915496855
17,0.0,1.0,0.5,19,42,15.421052631578947,0,0,0.0,2,8.5,2.991678379867086,16.633413749291478
22,1.0,1.0,1.0,18,39,15.055555555555555,1,31,31.0,3,18.333333333333332,18.206894228130633,114.23014018326926
18,0.0,1.0,0.0,9,15,9.222222222222221,0,0,0.0,5,51.8,25.92961888407143,266.39099592036337
6,0.0,1.0,0.0,7,122,43.142857142857146,1,92,92.0,3,14.666666666666666,7.055417619903178,16.80987210675949
9,1.0,1.0,1.0,11,57,19.90909090909091,2,16,16.0,4,31.25,27.550170933487983,169.37542211188625
6,0.0,1.0,0.5,9,54,28.0,1,8,8.0,4,22.25,40.38379033768643,154.57546904278007
9,1.0,1.0,0.5,7,72,27.428571428571427,2,21,18.5,5,30.4,5.469767288764809,60.32977749613158
2,1.0,1.0,0.5,16,51,15.9375,1,64,64.0,6,13.666666666666666,15.898154756322887,113.98326973859129
21,1.0,1.0,1.0,12,41,16.583333333333332,0,0,0.0,3,43.333333333333336,19.416170444041303,157.18672594838793
23,0.0,1.0,0.5,13,77,16.692307692307693,1,69,69.0,4,29.25,19.345528177237327,100.38122755316468
7,1.0,1.0,1.0,12,54,25.25,0,0,0.0,2,14.5,10.481685687828449,42.19648840484533
23,0.0,1.0,0.0,14,43,20.5,1,51,51.0,4,10.5,15.254552191960226,64.86489573324873
16,1.0,1.0,1.0,15,82,19.466666666666665,1,7,7.0,3,11.333333333333334,11.622358147640455,72.63678976564027
24,1.0,1.0,0.5,9,58,32.666666666666664,0,0,0.0,1,40.0,32.855507588683146,169.85971419665364
17,0.0,1.0,0.5,11,67,25.818181818181817,0,0,0.0,3,19.333333333333332,15.15720361748257,71.25586371085443
23,1.0,1.0,1.0,16,32,12.6875,1,52,52.0,7,17.857142857142858,17.563221401652736,83.66763130684112
14,0.0,1.0,0.5,6,144,50.666666666666664,1,48,48.0,2,19.0,4.97444677955699,89.5400420320251
24,0.0,1.0,0.5,16,44,19.125,0,0,0.0,2,10.5,27.97541425888612,139.85227131359756
24,0.0,1.0,0.5,10,55,27.1,0,0,0.0,2,29.5,25.998915913189734,144.4070712359007
13,1.0,1.0,1.0,12,38,14.666666666666666,2,86,53.0,5,32.6,14.143934959113807,137.81425109327773
4,1.0,1.0,1.0,12,39,20.916666666666668,1,28,28.0,4,19.0,15.006923613808507,95.64500342401683
15,1.0,1.0,0.5,10,60,29.2,1,133,133.0,5,7.8,9.922742597961442,42.54732407635062
3,0.0,1.0,0.5,13,61,21.615384615384617,1,15,15.0,3,13.333333333333334,9.823730907672973,29.38606196410495
15,0.0,1.0,0.5,17,39,15.705882352941176,1,32,32.0,6,10.166666666666666,9.623614216235492,57.94804324634389
6,1.0,1.0,1.0,8,90,37.625,1,215,215.0,4,11.75,4.953573013781891,19.83124213722603
16,1.0,1.0,1.0,7,150,47.142857142857146,1,8,8.0,1,11.0,28.38454631569309,97.96727683710404
11,1.0,1.0,1.0,13,36,19.23076923076923,0,0,0.0,3,27.0,20.705337946439716,163.40926389537216
24,1.0,1.0,1.0,12,67,27.083333333333332,0,0,0.0,2,7.5,29.68831085443521,83.25346361372888
25,1.0,1.0,1.0,9,52,29.666666666666668,1,43,43.0,2,37.0,15.369576031085387,71.23624898160718
7,1.0,1.0,1.0,2,267,155.0,1,26,26.0,2,22.0,7.029894742657674,18.32766932394524
7,1.0,1.0,1.0,2,173,165.0,1,21,21.0,2,12.0,6.366456256841446,17.671063229877028
11,1.0,1.0,1.0,11,22,10.727272727272727,1,16,16.0,5,43.4,27.340195911454536,228.2372245351001
8,1.0,1.0,1.0,9,135,31.22222222222222,0,0,0.0,3,19.333333333333332,24.009922481707363,144.42295655685697
21,1.0,1.0,0.0,12,40,19.083333333333332,0,0,0.0,4,27.5,21.40318190049043,139.9028208579946
26,1.0,1.0,1.0,11,59,18.818181818181817,1,35,35.0,7,18.571428571428573,16.000585918574327,91.41644475218108
4,0.0,1.0,0.5,15,22,10.466666666666667,0,0,0.0,8,22.5,22.242105447983295,110.75697498542883
19,1.0,1.0,1.0,11,85,26.545454545454547,1,19,19.0,2,20.5,6.277085112101254,76.62204275189525
24,1.0,1.0,0.5,14,55,17.5,1,29,29.0,4,22.25,27.47906206002361,166.69579189875793
4,0.0,1.0,0.5,10,25,12.6,0,0,0.0,3,70.0,26.2511994342443,236.4575608398773
3,0.0,1.0,0.5,16,49,14.0625,1,6,6.0,5,21.0,26.43426516648998,140.07469010793844
23,1.0,1.0,1.0,11,45,21.0,0,0,0.0,4,26.0,17.886227158983267,127.91331445450201
23,1.0,1.0,1.0,13,58,17.384615384615383,0,0,0.0,6,17.666666666666668,23.857903694911943,117.78962978787843
5,1.0,1.0,0.5,6,70,46.5,1,28,28.0,2,35.0,4.1372305435692445,22.615070743504127
24,0.0,1.0,0.5,15,47,19.8,0,0,0.0,4,8.25,20.916510579789495,82.82408507219407
5,1.0,1.0,1.0,8,127,38.0,1,11,11.0,1,36.0,1.62571018456673,19.024003191708907
7,1.0,1.0,1.0,2,184,156.5,1,19,19.0,2,20.5,7.816969348766709,19.392322260874966
17,1.0,1.0,1.0,11,79,25.09090909090909,1,15,15.0,4,15.0,19.49174205842523,89.02121636493953
15,1.0,1.0,0.5,14,46,20.5,1,161,161.0,5,9.2,1.8590256015652478,8.993540757111116
5,1.0,1.0,0.5,12,57,24.083333333333332,1,16,16.0,2,20.0,24.529326535997697,147.502628618772
4,1.0,1.0,0.5,16,28,13.5,0,0,0.0,7,16.285714285714285,22.213387070641236,107.16783662417215
25,1.0,1.0,1.0,8,82,26.5,0,0,0.0,5,27.2,31.073160136768074,228.33250544485972
3,0.0,1.0,0.5,12,46,22.833333333333332,1,13,13.0,4,15.0,24.751332270269497,137.11090825733618
1,1.0,1.0,1.0,6,34,20.666666666666668,0,0,0.0,4,56.5,20.88571466954823,157.50970168072976
3,0.0,1.0,0.5,14,45,19.785714285714285,1,9,9.0,2,30.0,33.07101301232811,209.17672663223811
8,1.0,1.0,1.0,12,48,23.833333333333332,0,0,0.0,3,14.333333333333334,10.463186176324728,63.8747492231818
5,1.0,1.0,0.5,12,58,25.416666666666668,1,13,13.0,2,16.0,3.6707023198245317,23.022738604030724
7,0.0,1.0,0.5,9,57,32.333333333333336,1,102,102.0,2,20.5,0.21245308891403092,4.142835233822859
18,0.0,1.0,0.5,12,18,10.25,0,0,0.0,7,30.571428571428573,29.29045059758438,181.1211979029463
6,0.0,1.0,0.0,3,120,99.33333333333333,1,102,102.0,3,18.333333333333332,4.501227721802734,15.114942929349946
24,0.0,1.0,0.5,7,58,19.428571428571427,1,3,3.0,6,34.833333333333336,42.042990372336085,304.52768442910093
9,0.0,1.0,0.0,14,34,18.5,1,111,111.0,3,27.333333333333332,2.782780258669895,12.743717795883475
14,1.0,1.0,1.0,3,258,110.33333333333333,0,0,0.0,1,22.0,18.724274758584713,42.23539208935013
1,1.0,1.0,1.0,6,85,39.0,1,12,12.0,4,27.75,17.1397993085637,110.14787742963308
7,1.0,1.0,1.0,5,123,56.6,2,28,25.5,4,17.0,1.4146446538065045,9.20768720714832
8,1.0,1.0,0.5,17,31,13.941176470588236,0,0,0.0,5,18.2,15.970430039455938,82.93908264768726
24,0.0,1.0,0.5,8,41,20.625,2,17,17.0,5,36.6,19.14178827319254,297.3599259555193
13,0.0,1.0,0.0,11,38,17.454545454545453,2,111,64.0,6,23.666666666666668,12.92704154749873,85.14432778457952
4,0.0,1.0,0.5,17,24,14.294117647058824,0,0,0.0,3,22.0,19.012937721988337,100.2856409195707
22,1.0,1.0,0.5,13,44,20.0,1,22,22.0,6,12.0,13.968687815846842,74.4049042935578
18,1.0,1.0,1.0,8,76,38.125,0,0,0.0,3,9.0,32.8687086946939,176.30195912331968
8,1.0,1.0,0.0,14,25,12.285714285714286,0,0,0.0,4,39.25,29.80548329356895,232.70324019484602
24,0.0,1.0,0.5,12,28,13.333333333333334,1,30,30.0,5,35.4,24.570531477159875,174.03985856059194
1,1.0,1.0,1.0,8,48,27.5,0,0,0.0,3,41.0,25.032145238012745,162.56074243836787
21,1.0,1.0,0.5,10,40,17.4,0,0,0.0,5,32.8,17.733804959684186,125.8035779023717
12,0.0,1.0,0.5,19,41,15.052631578947368,0,0,0.0,3,10.333333333333334,18.20389377534512,71.4593970485963
22,0.0,1.0,0.5,14,55,19.0,2,30,27.0,3,24.666666666666668,19.128686235031633,124.1421769216634
19,1.0,1.0,1.0,6,116,51.0,1,50,50.0,2,19.5,23.23229386196696,88.69858990594065
15,0.0,1.0,0.5,11,34,14.363636363636363,1,12,12.0,6,28.833333333333332,21.70582551582335,153.08787497232052
9,0.0,1.0,0.0,18,38,15.11111111111111,0,0,0.0,4,14.75,17.986844611883768,97.51205231027188
7,0.0,1.0,0.5,1,196,196.0,1,23,23.0,1,159.0,3.0436646244581547,31.942041643027796
23,1.0,1.0,1.0,8,17,10.25,0,0,0.0,3,88.33333333333333,36.723025962146245,369.6444792586154
16,1.0,1.0,0.0,16,37,12.8125,0,0,0.0,5,26.0,22.825833880801206,141.95719815471114
23,0.0,1.0,0.0,15,30,12.266666666666667,1,48,48.0,8,19.25,19.897693033904563,115.70199749439485
17,1.0,1.0,1.0,15,37,15.466666666666667,0,0,0.0,3,34.333333333333336,33.44470688803318,205.16473131511125
4,1.0,1.0,0.5,10,78,21.8,2,17,15.5,6,20.833333333333332,17.015150873282533,117.53852290088047
4,0.0,1.0,0.5,16,30,11.9375,0,0,0.0,5,27.2,19.741715498631997,88.20763207483387
12,1.0,1.0,1.0,7,108,46.285714285714285,0,0,0.0,2,7.5,17.3843175513171,51.99076704792553
8,1.0,1.0,1.0,8,171,39.5,0,0,0.0,5,6.4,30.449117542825377,149.5534124643844
3,0.0,1.0,0.5,9,99,33.0,1,16,16.0,4,10.5,4.252876778245172,35.9258304593961
6,0.0,1.0,0.0,6,121,50.166666666666664,2,18,18.0,3,15.333333333333334,6.192049573216828,41.1420781252489
14,1.0,1.0,1.0,15,43,17.266666666666666,1,38,38.0,4,19.0,15.33700018674699,69.45075562177595
14,1.0,1.0,0.5,12,52,14.583333333333334,2,20,16.0,8,21.0,19.858536054595344,132.3752143579664
24,1.0,1.0,0.5,13,57,20.53846153846154,1,22,22.0,4,16.25,9.675241499697563,53.54591087411741
3,1.0,1.0,1.0,13,46,19.153846153846153,1,17,17.0,5,16.8,22.72160534059399,144.88441732102058
13,1.0,1.0,1.0,11,50,18.363636363636363,1,24,24.0,4,34.0,26.793749099784286,163.01404542890643
18,1.0,1.0,1.0,13,100,17.307692307692307,0,0,0.0,4,25.0,26.392872194890373,181.54331654566755
21,0.0,1.0,0.5,19,24,12.105263157894736,0,0,0.0,8,12.5,12.746069199871712,56.53793380445133
4,1.0,1.0,1.0,8,203,36.375,0,0,0.0,5,11.6,18.296270491851004,65.6559937601056
6,0.0,1.0,0.5,3,272,109.0,0,0,0.0,1,26.0,27.02963127379303,77.76536010443563
13,1.0,1.0,1.0,12,34,21.416666666666668,0,0,0.0,4,20.5,15.746075170891976,113.44317065475653
16,1.0,1.0,1.0,11,56,21.363636363636363,0,0,0.0,4,22.75,8.962494046522046,84.06694928766733
14,1.0,1.0,1.0,9,112,28.0,1,52,52.0,4,22.75,8.201909229602975,45.148896263049984
14,0.0,1.0,0.5,10,78,30.0,1,18,18.0,2,16.0,7.4377599654795015,85.56492498780366
21,1.0,1.0,1.0,10,65,29.2,0,0,0.0,3,14.666666666666666,15.517268115455543,55.29206701720761
18,1.0,1.0,0.0,12,44,18.916666666666668,0,0,0.0,4,27.25,29.791561542459736,212.70883472463797
3,0.0,1.0,0.5,19,31,13.368421052631579,1,18,18.0,3,23.666666666666668,26.097645815307562,214.1390932441751
7,1.0,1.0,1.0,5,133,62.2,2,24,22.5,2,19.0,1.7223665929554282,34.05298331035978
12,0.0,1.0,0.5,14,63,23.142857142857142,0,0,0.0,1,7.0,31.11255013565641,123.83794505067966
5,1.0,1.0,0.0,10,50,28.2,0,0,0.0,3,18.333333333333332,42.31582833878786,200.60894925551182
13,0.0,1.0,0.5,10,21,13.9,1,29,29.0,4,48.25,18.592724863330847,143.24966305723655
3,1.0,1.0,0.5,11,64,26.272727272727273,1,4,4.0,2,20.0,28.280294720820308,164.99295549534742
24,1.0,1.0,1.0,16,37,18.875,0,0,0.0,4,7.0,6.392921093829624,25.927169411637625
14,1.0,1.0,1.0,6,105,51.833333333333336,1,22,22.0,2,18.0,15.437853907727039,62.385468779928054
22,1.0,1.0,1.0,13,39,16.0,1,157,157.0,7,18.285714285714285,11.720092792182976,74.66492082246906
1,1.0,1.0,1.0,13,34,19.0,1,9,9.0,2,45.0,14.778999961585136,122.22048810141156
24,1.0,1.0,0.5,17,39,16.352941176470587,0,0,0.0,4,11.75,23.56798041967172,123.19545464982947
2,1.0,1.0,1.0,12,26,13.416666666666666,2,154,87.0,8,22.375,8.045610907091632,87.75971552532428
4,1.0,1.0,1.0,13,83,19.53846153846154,0,0,0.0,4,20.0,26.58832002968796,142.2963353536927
13,1.0,1.0,1.0,11,48,18.545454545454547,1,12,12.0,6,22.666666666666668,24.91327739137229,147.49670310118321
21,1.0,1.0,0.0,5,95,59.0,1,25,25.0,4,14.0,22.05935361098189,187.51381329096375
2,1.0,1.0,0.0,12,35,17.916666666666668,2,31,30.0,4,29.75,15.414049867150371,134.04418402872494
23,1.0,1.0,0.5,12,67,21.583333333333332,1,54,54.0,4,18.5,24.898905193926865,82.66377698167312
26,1.0,1.0,1.0,7,124,38.0,0,0,0.0,1,76.0,33.10688142385722,285.6732378275491
